      Energy	InelasticMFP
        (eV)	        (nm)
1.995262e+03	2.822382e+00
2.041738e+03	2.874092e+00
2.089296e+03	2.926815e+00
2.137962e+03	2.980569e+00
2.187762e+03	3.035376e+00
2.238721e+03	3.091255e+00
2.290868e+03	3.148228e+00
2.344229e+03	3.206315e+00
2.398833e+03	3.265540e+00
2.454709e+03	3.325923e+00
2.511886e+03	3.387487e+00
2.570396e+03	3.450256e+00
2.630268e+03	3.514253e+00
2.691535e+03	3.579502e+00
2.754229e+03	3.646027e+00
2.818383e+03	3.713853e+00
2.884032e+03	3.783005e+00
2.951209e+03	3.853510e+00
3.019952e+03	3.925393e+00
3.090295e+03	3.998681e+00
3.162278e+03	4.073401e+00
3.235937e+03	4.149581e+00
3.311311e+03	4.227250e+00
3.388442e+03	4.306436e+00
3.467369e+03	4.387169e+00
3.548134e+03	4.469478e+00
3.630781e+03	4.553393e+00
3.715352e+03	4.638947e+00
3.801894e+03	4.726170e+00
3.890451e+03	4.815095e+00
3.981072e+03	4.905753e+00
4.073803e+03	4.998180e+00
4.168694e+03	5.092408e+00
4.265795e+03	5.188472e+00
4.365158e+03	5.286407e+00
4.466836e+03	5.386248e+00
4.570882e+03	5.488034e+00
4.677351e+03	5.591799e+00
4.786301e+03	5.697583e+00
4.897788e+03	5.805424e+00
5.011872e+03	5.915360e+00
5.128614e+03	6.027431e+00
5.248075e+03	6.141678e+00
5.370318e+03	6.258142e+00
5.495409e+03	6.376864e+00
5.623413e+03	6.497888e+00
5.754399e+03	6.621257e+00
5.888437e+03	6.747014e+00
6.025596e+03	6.875205e+00
6.165950e+03	7.005874e+00
6.309573e+03	7.139069e+00
6.456542e+03	7.274836e+00
6.606934e+03	7.413223e+00
6.760830e+03	7.554279e+00
6.918310e+03	7.698052e+00
7.079458e+03	7.844594e+00
7.244360e+03	7.993956e+00
7.413102e+03	8.146188e+00
7.585776e+03	8.301345e+00
7.762471e+03	8.459478e+00
7.943282e+03	8.620643e+00
8.128305e+03	8.784895e+00
8.317638e+03	8.952290e+00
8.511380e+03	9.122884e+00
8.709636e+03	9.296735e+00
8.912509e+03	9.473903e+00
9.120108e+03	9.654445e+00
9.332543e+03	9.838423e+00
9.549926e+03	1.002590e+01
9.772372e+03	1.021693e+01
1.000000e+04	1.041159e+01
1.023293e+04	1.060993e+01
1.047129e+04	1.081202e+01
1.071519e+04	1.101792e+01
1.096478e+04	1.122771e+01
1.122018e+04	1.144145e+01
1.148154e+04	1.165921e+01
1.174898e+04	1.188105e+01
1.202264e+04	1.210705e+01
1.230269e+04	1.233727e+01
1.258925e+04	1.257180e+01
1.288250e+04	1.281069e+01
