1e-08	2.13532e-06
1.25893e-08	2.13554e-06
1.58489e-08	2.13582e-06
1.99526e-08	2.13617e-06
2.51189e-08	2.13661e-06
3.16228e-08	2.13717e-06
3.98107e-08	2.13787e-06
5.01187e-08	2.13875e-06
6.30957e-08	2.13986e-06
7.94328e-08	2.14126e-06
1e-07	2.14302e-06
1.25893e-07	2.14523e-06
1.58489e-07	2.14802e-06
1.99526e-07	2.15153e-06
2.51189e-07	2.15596e-06
3.16228e-07	2.16154e-06
3.98107e-07	2.16856e-06
5.01187e-07	2.17742e-06
6.30957e-07	2.18858e-06
7.94328e-07	2.20266e-06
1e-06	2.22043e-06
1.25893e-06	2.24286e-06
1.58489e-06	2.2712e-06
1.99526e-06	2.1009e-06
2.51189e-06	1.73019e-06
3.16228e-06	1.28554e-06
3.98107e-06	8.82101e-07
5.01187e-06	5.78085e-07
6.30957e-06	3.72297e-07
7.94328e-06	2.9525e-07
1e-05	2.52719e-07
1.25893e-05	2.19565e-07
1.58489e-05	1.94015e-07
1.99526e-05	1.74701e-07
2.51189e-05	1.60579e-07
3.16228e-05	1.50878e-07
3.98107e-05	1.45055e-07
5.01187e-05	1.42766e-07
6.30957e-05	1.43846e-07
7.94328e-05	1.48294e-07
0.0001	1.56277e-07
0.0002	1.09013e-06
0.0003	1.79902e-06
0.0004	2.62748e-06
0.0005	3.56677e-06
0.0006	4.61097e-06
0.0007	5.7556e-06
0.0008	6.99715e-06
0.0009	8.33281e-06
0.001	9.76008e-06
0.002	2.87091e-05
0.003	5.54158e-05
0.004	8.92291e-05
0.005	0.000129754
0.006	0.000176691
0.007	0.000229762
0.008	0.000288705
0.009	0.000353292
0.01	0.000423367
0.015	0.000851785
0.02	0.00139885
0.025	0.002054
0.03	0.00280619
0.038168	0.00405209
0.048559	0.00621777
0.06178	0.00949967
0.0786	0.0144348
0.1	0.0217903
0.158489	0.0468435
0.251189	0.0973532
0.398107	0.195381
0.630957	0.379559
1	0.706358
1.58489	1.17719
2.51189	1.55425
3.98107	1.70363
6.30957	2.02383
10	3.07516
-1	-1
