      Energy	InelasticMFP
        (eV)	        (nm)
1.513561e+03	2.610006e+00
1.548817e+03	2.658797e+00
1.584893e+03	2.708552e+00
1.621810e+03	2.759292e+00
1.659587e+03	2.811035e+00
1.698244e+03	2.863801e+00
1.737801e+03	2.917611e+00
1.778279e+03	2.972485e+00
1.819701e+03	3.028445e+00
1.862087e+03	3.085511e+00
1.905461e+03	3.143706e+00
1.949845e+03	3.203051e+00
1.995262e+03	3.263568e+00
2.041738e+03	3.325282e+00
2.089296e+03	3.388216e+00
2.137962e+03	3.452394e+00
2.187762e+03	3.517841e+00
2.238721e+03	3.584582e+00
2.290868e+03	3.652642e+00
2.344229e+03	3.722048e+00
2.398833e+03	3.792827e+00
2.454709e+03	3.865004e+00
2.511886e+03	3.938609e+00
2.570396e+03	4.013669e+00
2.630268e+03	4.090213e+00
2.691535e+03	4.168270e+00
2.754229e+03	4.247870e+00
2.818383e+03	4.329043e+00
2.884032e+03	4.411821e+00
2.951209e+03	4.496234e+00
3.019952e+03	4.582316e+00
3.090295e+03	4.670099e+00
3.162278e+03	4.759615e+00
3.235937e+03	4.850900e+00
3.311311e+03	4.943988e+00
3.388442e+03	5.038914e+00
3.467369e+03	5.135714e+00
3.548134e+03	5.234424e+00
3.630781e+03	5.335083e+00
3.715352e+03	5.437728e+00
3.801894e+03	5.542397e+00
3.890451e+03	5.649130e+00
3.981072e+03	5.757968e+00
4.073803e+03	5.868951e+00
4.168694e+03	5.982120e+00
4.265795e+03	6.097519e+00
4.365158e+03	6.215190e+00
4.466836e+03	6.335176e+00
4.570882e+03	6.457524e+00
4.677351e+03	6.582278e+00
4.786301e+03	6.709485e+00
4.897788e+03	6.839191e+00
5.011872e+03	6.971446e+00
5.128614e+03	7.106297e+00
5.248075e+03	7.243794e+00
5.370318e+03	7.383988e+00
5.495409e+03	7.526931e+00
5.623413e+03	7.672674e+00
5.754399e+03	7.821271e+00
5.888437e+03	7.972775e+00
6.025596e+03	8.127244e+00
6.165950e+03	8.284731e+00
6.309573e+03	8.445294e+00
