1e-08	3.17959e-06
1.25893e-08	3.18002e-06
1.58489e-08	3.18056e-06
1.99526e-08	3.18124e-06
2.51189e-08	3.1821e-06
3.16228e-08	3.18317e-06
3.98107e-08	3.18453e-06
5.01187e-08	3.18624e-06
6.30957e-08	3.18839e-06
7.94328e-08	3.19109e-06
1e-07	3.1945e-06
1.25893e-07	3.1988e-06
1.58489e-07	3.2042e-06
1.99526e-07	3.21102e-06
2.51189e-07	3.2196e-06
3.16228e-07	3.23041e-06
3.98107e-07	3.24405e-06
5.01187e-07	3.26123e-06
6.30957e-07	3.28291e-06
7.94328e-07	3.31026e-06
1e-06	3.3448e-06
1.25893e-06	3.38844e-06
1.58489e-06	3.06182e-06
1.99526e-06	2.48318e-06
2.51189e-06	1.82056e-06
3.16228e-06	1.23842e-06
3.98107e-06	8.08324e-07
5.01187e-06	5.20187e-07
6.30957e-06	4.29499e-07
7.94328e-06	3.68373e-07
1e-05	3.20787e-07
1.25893e-05	2.84196e-07
1.58489e-05	2.56637e-07
1.99526e-05	2.3662e-07
2.51189e-05	2.23049e-07
3.16228e-05	2.15162e-07
3.98107e-05	2.12485e-07
5.01187e-05	2.14808e-07
6.30957e-05	2.22166e-07
7.94328e-05	2.34846e-07
0.0001	2.53391e-07
0.0002	1.86166e-06
0.0003	2.95779e-06
0.0004	4.21446e-06
0.0005	5.61876e-06
0.0006	7.16172e-06
0.0007	8.83672e-06
0.0008	1.06385e-05
0.0009	1.25629e-05
0.001	1.46065e-05
0.002	4.11051e-05
0.003	7.76441e-05
0.004	0.000123355
0.005	0.000177689
0.006	0.000240246
0.007	0.000310683
0.008	0.000388699
0.009	0.000474005
0.01	0.000566373
0.015	0.00112823
0.02	0.00184274
0.025	0.00269552
0.03	0.00367355
0.038168	0.00528303
0.048559	0.00810499
0.06178	0.0123825
0.0786	0.0188177
0.1	0.0284148
0.158489	0.0611399
0.251189	0.127205
0.398107	0.255613
0.630957	0.498226
1	0.939754
1.58489	1.63191
2.51189	2.29299
3.98107	2.5523
6.30957	2.90187
10	4.18238
-1	-1
